Data,Ar pritariate parengtam Vokiečių gatvės rekonstrukcijos projektui?,"Ar manot, kad tikslinga joje įrengti  Lietuvos garsių meno ir kultūros veikėjų įamžinimo vietą?"
7/26/15 19:00,Taip,Ne
7/26/15 18:43,Taip,Taip
7/26/15 18:31,Taip,Taip
7/26/15 18:30,Taip,Taip
7/26/15 18:29,Taip,Taip
7/26/15 18:29,Taip,Taip
7/26/15 18:28,Taip,Taip
7/26/15 18:27,Taip,Taip
7/26/15 17:54,"Jei ne, kodėl? Jūsų pasiūlymai. todėl, kad ir taip ten gerai viskas, tegu, pinigus tuos investuoja į naujų darželių statymą",Ne
7/26/15 17:39,Taip,Taip
7/26/15 17:19,"Jei ne, kodėl? Jūsų pasiūlymai. Prašau nekirskit medžių, o šiaip džiugu kad planuojamas tvarkymas.",Taip
7/26/15 16:51,Ne,Taip
7/26/15 16:49,Ne,Ne
7/26/15 16:48,Ne,Taip
7/26/15 16:46,Ne,Ne
7/26/15 16:43,Taip,Taip
7/26/15 16:41,Ne,Taip
7/26/15 16:41,Ne,Ne
7/26/15 16:08,"Jei ne, kodėl? Jūsų pasiūlymai. Manau, jei keisti tai dar labiau europietiskai reiketu, kol kas pats planas nelabai aiskus vizualiai...","Jei ne, kur siūlytumėte įrengti? Manau ir taip nera mazai tokiu vietu kur pagerbiami atlikejai, noretusi svaraus, isgryninto projekto be mini skulpturyciu ir ranku plytelese..."
7/26/15 15:55,Ne,"Jei ne, kur siūlytumėte įrengti? tai siūlantieji turi galvoti, kur jiems dėti savo beviltišką pasiūlymą."
7/26/15 15:42,Ne,Ne
7/26/15 15:40,Ne,Ne
7/26/15 15:38,Ne,Taip
7/26/15 15:34,Ne,Ne
7/26/15 15:33,Ne,Taip
7/26/15 15:28,Ne,Taip
7/26/15 15:24,Ne,Taip
7/26/15 15:20,Ne,Taip
7/26/15 15:05,"Jei ne, kodėl? Jūsų pasiūlymai. Neaiškus dviračių tako tęsinys link Vilniaus g. Išbandykite pirma Domininkonų g kirtimą ir įvažiavimą į Vilniaus g. iš Vokiečių gatvės pusės.



Alternatyva: Ar nebūtų praktiškiau dvirčių taką projektuoti palei istorinę gatvę? Tokiu budu patogiau būtų įvažiuoti iš Trakų ir Vilniaus gatvių.","Jei ne, kur siūlytumėte įrengti? Dešiniajame Neries krante - nuobodžiame, palei Konstitucijos prospektą einačiame pėsčiųjų take - nuo NDG, palei Swedbank, VCUP ir Planetariumą."
7/26/15 14:39,"Jei ne, kodėl? Jūsų pasiūlymai. Nes sugadins esama paprastuma.

vokieciu gatve kaip senamiestcio dalis - ji tokia ir turi likti.","Jei ne, kur siūlytumėte įrengti? galima rasti ir geresne vieta."
7/26/15 14:28,Ne,"Jei ne, kur siūlytumėte įrengti? Vokiečių gatvės plotas ir išdėstymas, aplink vyraujantis transportas ir naktinis Vilniaus gyvenimas nesiderina, geriau tai daryti erdvėje, kaip Rotušės aikštė, arba geriau atstatyti Žemaitės skverą ir ten įrengti tai, kas būtų kultūriškai svarbu"
7/26/15 14:27,Taip,Ne
7/26/15 14:00,Ne,Ne
7/26/15 13:47,Taip,Ne
7/26/15 13:38,"Jei ne, kodėl? Jūsų pasiūlymai. viskas tai gatvei gerai","Jei ne, kur siūlytumėte įrengti? Palangoje"
7/26/15 13:16,Ne,Ne
7/26/15 13:16,Ne,Ne
7/26/15 13:16,Ne,Ne
7/26/15 13:16,Ne,Ne
7/26/15 13:16,Ne,Ne
7/26/15 13:16,Ne,Ne
7/26/15 13:16,Ne,Ne
7/26/15 13:16,Ne,Ne
7/26/15 13:16,Ne,Ne
7/26/15 13:16,Ne,Ne
7/26/15 13:16,Ne,Ne
7/26/15 13:16,Ne,Ne
7/26/15 13:15,Ne,Ne
7/26/15 13:15,Ne,Ne
7/26/15 13:15,Ne,Ne
7/26/15 13:15,Ne,Ne
7/26/15 13:15,Ne,Ne
7/26/15 13:15,Ne,Ne
7/26/15 13:15,Ne,Ne
7/26/15 13:15,Ne,Ne
7/26/15 13:15,Ne,Ne
7/26/15 13:15,Ne,Ne
7/26/15 13:15,Ne,Ne
7/26/15 13:15,Ne,Ne
7/26/15 13:15,Ne,Ne
7/26/15 13:15,Ne,Ne
7/26/15 13:15,Ne,Ne
7/26/15 13:15,Ne,Ne
7/26/15 13:15,Ne,Ne
7/26/15 13:15,Ne,Ne
7/26/15 13:15,Ne,Ne
7/26/15 13:14,Ne,Ne
7/26/15 13:14,Ne,Ne
7/26/15 13:14,Ne,Ne
7/26/15 13:14,Ne,Ne
7/26/15 13:14,Ne,Ne
7/26/15 13:14,Ne,Ne
7/26/15 13:14,Ne,Ne
7/26/15 13:14,Ne,Ne
7/26/15 13:14,Ne,Ne
7/26/15 13:14,Ne,Ne
7/26/15 13:14,Ne,Ne
7/26/15 13:14,Ne,Ne
7/26/15 13:14,Ne,Ne
7/26/15 13:14,Ne,Ne
7/26/15 13:14,Ne,Ne
7/26/15 13:14,Ne,Ne
7/26/15 13:14,Ne,Ne
7/26/15 13:14,Ne,Ne
7/26/15 13:13,Ne,Ne
7/26/15 13:13,Ne,Ne
7/26/15 13:13,Ne,Ne
7/26/15 13:13,Ne,Ne
7/26/15 13:13,Ne,Ne
7/26/15 13:13,Ne,Ne
7/26/15 13:13,Ne,Ne
7/26/15 13:13,Ne,Ne
7/26/15 13:13,Ne,Ne
7/26/15 13:13,Ne,Ne
7/26/15 13:13,Ne,Ne
7/26/15 13:13,Ne,Ne
7/26/15 13:13,Ne,Ne
7/26/15 13:13,Ne,Ne
7/26/15 13:13,Ne,Ne
7/26/15 13:13,Ne,Ne
7/26/15 13:12,Ne,Ne
7/26/15 13:12,Ne,Ne
7/26/15 13:12,Ne,Ne
7/26/15 13:12,Ne,Ne
7/26/15 13:12,Ne,Ne
7/26/15 13:12,Ne,Ne
7/26/15 13:12,Ne,Ne
7/26/15 13:12,Ne,Ne
7/26/15 13:12,Ne,Ne
7/26/15 13:11,Ne,Ne
7/26/15 12:52,Taip,Taip
7/26/15 12:50,Taip,Ne
7/26/15 12:37,"Jei ne, kodėl? Jūsų pasiūlymai. Naujam merui reikia nukreipti jegas į kitas sritis. Butina taisyti kelius! Keliai - musų sostinės problema. Pone Mere, nuvažiuokite į oro uostą! Pradėkite važiuoti nuo Antakalnio žiedo. Važiuokite pro Olandų gatvė. Tokių kelių nebuvo tarybų sajungoje! O Vokiečių gatvė visai gerai atrodo!",Ne
7/26/15 12:37,Ne,Taip
7/26/15 12:36,Ne,Taip
7/26/15 12:34,Ne,Ne
7/26/15 12:34,Ne,Ne
7/26/15 12:34,Ne,Ne
7/26/15 12:34,Ne,Ne
7/26/15 12:34,Ne,Ne
7/26/15 12:34,Ne,Ne
7/26/15 12:34,Ne,Ne
7/26/15 12:34,Ne,Ne
7/26/15 12:33,Ne,Ne
7/26/15 12:33,Ne,Ne
7/26/15 12:33,Ne,Ne
7/26/15 12:33,Ne,Ne
7/26/15 12:33,Ne,Ne
7/26/15 12:33,Ne,Ne
7/26/15 12:33,Ne,Ne
7/26/15 12:33,Ne,Ne
7/26/15 12:32,Ne,Ne
7/26/15 12:32,Ne,Ne
7/26/15 12:32,Ne,Ne
7/26/15 12:32,Ne,Ne
7/26/15 12:32,Ne,Ne
7/26/15 12:31,Ne,Ne
7/26/15 12:29,Ne,Ne
7/26/15 12:28,Ne,Ne
7/26/15 12:18,Taip,Taip
7/26/15 12:08,"Jei ne, kodėl? Jūsų pasiūlymai. nesąmonė, kai kaimiečiai darko miestą.","Jei ne, kur siūlytumėte įrengti? kapuose."
7/26/15 12:07,Taip,Ne
7/26/15 12:03,Ne,Ne
7/26/15 11:46,Taip,"Jei ne, kur siūlytumėte įrengti? Prie Vilniaus savivaldybės pastato"
7/26/15 11:41,"Jei ne, kodėl? Jūsų pasiūlymai. Kam investuoti į erdves, kurios ir taip labai gražios. Vilniuje pilna vietų, kurios prašyte prašosi investicijų. Nepritariu senų medžių kirtimui Vilniuje, o pagal projektą juos ruošiamasi kirsti. Vilnius darosi panašus į provincijos miesteliūkštį.","Jei ne, kur siūlytumėte įrengti? Kultūros veikėjai įamžinami nuolat ir visur, pvz senamiestyje ant sienos. Kam tie pritempti projektai?"
7/26/15 11:28,Taip,Ne
7/26/15 11:24,Ne,Ne
7/26/15 11:22,Ne,Ne
7/26/15 11:05,Ne,Taip
7/26/15 11:03,Ne,Taip
7/26/15 11:00,Ne,Ne
7/26/15 10:54,Ne,Taip
7/26/15 10:54,Ne,Ne
7/26/15 10:50,Ne,Taip
7/26/15 10:47,Ne,Taip
7/26/15 10:43,Ne,Taip
7/26/15 10:22,"Jei ne, kodėl? Jūsų pasiūlymai.","Jei ne, kur siūlytumėte įrengti?"
7/26/15 10:21,"Jei ne, kodėl? Jūsų pasiūlymai. Reikia, kad rekonstrukcija apimtų Žydų ir Antokolskio gatves taip, jog iš Vokiečių einant į jas netektų pamatyti gražiųjų sovietinių kiemų.",
7/26/15 10:17,Ne,Ne
7/26/15 10:03,Taip,Ne
7/26/15 9:58,Taip,Taip
7/26/15 9:49,Taip,Ne
7/26/15 9:46,Taip,Ne
7/26/15 8:56,Taip,Taip
7/26/15 8:45,Taip,Ne
7/26/15 8:11,Taip,Ne
7/26/15 7:20,"Jei ne, kodėl? Jūsų pasiūlymai. Siūlyčiau įtraukti žydų istorijos dalį - dabar tam nėra skirta visai nieko.","Jei ne, kur siūlytumėte įrengti? Abejočiau, ar jos iš viso reikia (Nidos pavyzdys...). O jei jau daryti, tai tik ne Vokiečių gatvėje, ne senamiestyje, o kur nors naujesnėje miesto dalyje (diskusijoje jau minėti Konstitucijos pr., krantinė (kai ji bus sutvarkyta) ir pan."
7/26/15 4:00,Ne,"Jei ne, kur siūlytumėte įrengti? Vietoj Seimo fontano arba prie savivaldybės."
7/26/15 3:48,"Jei ne, kodėl? Jūsų pasiūlymai. Ne, nes neteko matyt projekto.","Jei ne, kur siūlytumėte įrengti? Kol Lietuvoje nėra arba neįperkami geri skulptoriai, tol tikrai nėra reikalo švaistyti lėšas prastoms skulptūroms. VIlniuje labai daug skulptūrų ir tik labai nedidelė dalis - estetiškų ar net profesionalių.

Kaip itin nenusisekusius, beprasmiškus ir atsitiktinius paminėčiau: 1) Suoliukas Vytautui Kernagiui prie Lukiškių aikštės - be galo negrakštus, neplastiškas, neergonomiškas. Vasarą lipnus ir purvinas nuo liepžiedžių, žiemą - šaltas prisėst, ir itin dažnai apvarytas paukščių (nes pastatytas neapgalvotai - po medžiais). 2) Tragiškai neprofesionali, neproporcinga, su išsukiotomis rankomis, kičinė skulptūra priešais Nacionalinę Mažvydo biblioteką. 3) Pilvas Jogailos g. - neestetiškas 4) Obuoys - Mindaugo g. ir dar daugybė kitų pavyzdžių."
7/26/15 3:20,Taip,Ne
7/26/15 3:00,Taip,Taip
7/26/15 1:58,Ne,Taip
7/26/15 1:55,"Jei ne, kodėl? Jūsų pasiūlymai. As manau, kad sie medziai yra sios gatves grozybe ir duoda unikalu atmosfera. Be medziu nebus taip jauku. Vilnius yra ypatingas tuo, kad turiu daug medziu, kurie suteikia daug gyvybes siam miestui.",Taip
7/26/15 1:55,"Jei ne, kodėl? Jūsų pasiūlymai. As manau, kad sie medziai yra sios gatves grozybe ir duoda unikalu atmosfera. Be medziu nebus taip jauku. Vilnius yra ypatingas tuo, kad turiu daug medziu, kurie suteikia daug gyvybes siam miestui.",Taip
7/26/15 1:35,"Jei ne, kodėl? Jūsų pasiūlymai. Nes Lietuvos žvaigždės nevykėliai",Ne
7/26/15 1:31,Ne,Taip
7/26/15 1:25,Ne,Taip
7/26/15 1:24,Ne,Ne
7/26/15 1:23,Ne,Taip
7/26/15 1:21,Ne,Ne
7/26/15 1:20,Ne,Ne
7/26/15 1:16,Ne,Ne
7/26/15 1:15,Ne,Taip
7/26/15 1:05,"Jei ne, kodėl? Jūsų pasiūlymai. Man patinka  ten augantys medžiai, ir aš pasisakau už jų išsaugojimą Vokiečių gatvėje ir kitose viešosiose erdvėse.","Jei ne, kur siūlytumėte įrengti? Naujamiestyje ar Konstitucijos prospekte."
7/26/15 0:57,Taip,Ne
7/26/15 0:07,Taip,Ne
7/26/15 0:03,Ne,Ne
7/25/15 23:50,Taip,"Jei ne, kur siūlytumėte įrengti? Niekur neįrengti. Kategoriškai prieš šitą nesąmonę."
7/25/15 23:48,Ne,Taip
7/25/15 23:47,Ne,Taip
7/25/15 23:31,Ne,Ne
7/25/15 23:22,Ne,Taip
7/25/15 23:14,Ne,Ne
7/25/15 23:10,Ne,Ne
7/25/15 23:10,"Jei ne, kodėl? Jūsų pasiūlymai. Vokieciu gatve ir taip graziai atrodo. Manau, kad pirmiau reiketu sutvarkyti dar netvarkytas gatves.","Jei ne, kur siūlytumėte įrengti? Neturiu grieztos nuomones del vietos. Tai tikrai gali buti ne tik Vokieciu gatve"
7/25/15 23:03,Taip,Ne
7/25/15 22:54,Ne,"Jei ne, kur siūlytumėte įrengti?"
7/25/15 22:54,Ne,"Jei ne, kur siūlytumėte įrengti? Niekur. Knygose. Nebutina visur megdzioti amerikiecius."
7/25/15 22:47,"Jei ne, kodėl? Jūsų pasiūlymai. Vokiečių gatvė - tai viena svarbiausių Vilniaus, kaip miesto, dalių. Kokia yra Vokiečių gatvė, toks yra Vilnius. Projektas parengtas ""pigiai"", nesijaus jokios gatvės prabangos, kad tai ne šiaip gubernijos miesto gatvė, bet kad tai buvusios didžiausios Rytų Europos šalies sostinės gatvė. Rekonstrukcija tik papudruos sovietinę Muziejaus gatvę.","Jei ne, kur siūlytumėte įrengti? Mano siūlymas būtų atstatyti bent kelis pastatus ir juose įrengti įdomius pramogų ir prekybos plius istorijos ir atminties viešuosius taškus. Galima būtų verslui atiduoti dalį pastatų ploto, o tai jau atpirktų visą atstatymą. Galbūt kaip idėjai kas tuose namuose galėtų atsirasti - Vilniaus žydų gyvenimo muziejus su žydiška virtuve, Lietuvos suvenyrų kalvė, senųjų vilnietiškų patiekalų restoranas ar kažką pan. - istorija ir atmintis gyvai. Toks gatvės pokytis leistų labiau sujungti vieną pagrindinių šalies gatvių istoriją su dabartimi. Tai dar labiau pagyvintų gatvę ir sukurtų ypatingą jos ryšį su istorija. Ir dar tos persenusios ligotos liepos, nukirsti ir kuo greičiau. Puoselėti medžius mieste, tai šiaip yra mokslas. Gal miestui pagaliau laikas turėti savo vyriausiąjį sodininką ar kažką pan., na kad nors kiek į želdinius žiūrėtų profesionaliau, o ne tik pagal minios riksmus"
7/25/15 22:38,Taip,Ne
7/25/15 22:34,Taip,Taip
7/25/15 22:33,Taip,Taip
7/25/15 22:23,Taip,Taip
7/25/15 22:23,Ne,Ne
7/25/15 22:21,Ne,Ne
7/25/15 22:04,Taip,Ne
7/25/15 22:03,Taip,Ne
7/25/15 21:56,Taip,"Jei ne, kur siūlytumėte įrengti? Konstitucijos pr"
7/25/15 21:43,Taip,Ne
7/25/15 21:43,Taip,Ne
7/25/15 21:36,Ne,Ne
7/25/15 21:35,Ne,Ne
7/25/15 21:26,Ne,"Jei ne, kur siūlytumėte įrengti? Yra daug įvairių kampelių ir ""landynių"" kuriu erdvė būtų daug labiau tinkama nes, ne tik pats objektas-skulptūra tikriausiai, kuriuo įamžinamas kultūros ar meno veikėjas, bet ir kokioje  aplinkoje tas objektas yra svarbu, dėl tokių dalyku tikrai neverta nieko keisti toje gatvėje aplamai."
7/25/15 21:25,Ne,Ne
7/25/15 21:18,Taip,Ne
7/25/15 21:17,Taip,Taip
7/25/15 21:14,Taip,Ne
7/25/15 21:05,Taip,Taip
7/25/15 20:58,"Jei ne, kodėl? Jūsų pasiūlymai. nes yra svarbesniu gatvių kurias reikėtų prižiūrėti ir sutvarkyti, o Vokiečių gatvė pakankamai tvarkinga.","Jei ne, kur siūlytumėte įrengti? Nemanau, kad verta: nėra ""garsių"" veikėjų mūsų šalyje. Eilini kartą būtų išleisti pinigai vėjui pvz Valdovų rūmai. .."
7/25/15 20:56,Ne,Ne
7/25/15 20:28,Taip,Ne
7/25/15 20:12,Ne,Ne
7/25/15 20:12,"Jei ne, kodėl? Jūsų pasiūlymai. Nes vokieciu  gatve  galima  be jokiu  problemu  eksplotuoti  ir viskas  ten gerai. Geriau tegul  tvarko  Opera house nes toka ispudis  kad  kazkas  specialiai  nustekent  nori  tada galbut  pareikst  kad pastatas  ir aplinka  avarines  bukles  ir remontuoti neapsimoka. Tada Antakalnio  gatve kuri  greit  niekuo  nesiskirst  nuo  minu lauko. Tada Dar gali pagalvot  ka daryt  su stadionu  seskineje  o ne  pradet  nuo  galo  nes ten kur zalgirio stadionu  vieta  prangesne .",Ne
7/25/15 20:06,"Jei ne, kodėl? Jūsų pasiūlymai. Ne todėl, kad turi būti atkurtas prieškarinis Vokiečių gatvės užstatymas, atstatyti nugriauti istoriniai pastatai, nugriautas sovietinis daugiabutis ir jo vietoje taip pat atstatyti istoriniai pastatai. Sovietiniai intarpai ypač darko labai gražaus senamiesčio veidą!",Ne
7/25/15 19:51,Taip,Ne
7/25/15 19:46,Taip,"Jei ne, kur siūlytumėte įrengti? Iš dalies pritariu idėjai, bet tik jei tai bus ypatingai nusipelnę meno ir kultūros (o ne šiuolaikinės scenos ir televizijos) asmenys. Tačiau tai neturėtų būti gatvės atnaujinimo epicentras. Ši gatvė puikiai tiktų tapti pusiau gatve, pusiau parku, graži ir funkcionali reprezentacinė vieta. Žmonės neturėtų joje lankyts tik tam, kad pamatytų kažkokias ko-memoratyvines plyteles."
7/25/15 19:30,Ne,Ne
7/25/15 19:29,Taip,Ne
7/25/15 19:16,Taip,Ne
7/25/15 19:12,Taip,Taip
7/25/15 19:11,Ne,Ne
7/25/15 19:00,Taip,Ne
7/25/15 18:47,Ne,Ne
7/25/15 18:44,Taip,Ne
7/25/15 18:40,Taip,Taip
7/25/15 18:28,Taip,Ne
7/25/15 18:16,Ne,"Jei ne, kur siūlytumėte įrengti? Kur nors uz senamiescio ribu"
7/25/15 18:15,"Jei ne, kodėl? Jūsų pasiūlymai. nereikia taip nupiginti miesto iki pop žvaigždžių, o dar vietinio lygio, niekam nežinomų. tai provincialumas. likusieji vilniečiai emigruos. nieko nesudomins toks projektas, išskyrus Šakių rajono paauglę, kuri greitai studijuos Vilniaus kolegijoj. bet ir tai abejotina. 



mano pasiūlymai daryti kuo daugiau viešųjų erdvių, pigių būstų menininkams, daryti originalius projektus, kurie padarytų Vilnių įdomų ne tik provincialams. gali būti nuolat veikianti scena, diskusijų klubai. ir ne būtinai Vokiečių gatvėj.



kirsti medžių jokiu būdu nereikia.","Jei ne, kur siūlytumėte įrengti? niekur center, tokio blogo projekto seniai nebuvo Vilniuje. galima būtų rengti pvz. Turniškėse arba Buivydiškėse."
7/25/15 18:10,Taip,Ne
7/25/15 18:07,"Jei ne, kodėl? Jūsų pasiūlymai. Manau pėsčiųjų taką reikia palikti per vidurį, kaip ir dabar yra. Rašote, kad per medžius nesimato fasadų namų, bet gal tada trumpinkite juos ir sutvarkykite apšvietimą, o ne perkelkite pesčiuosius į vieną tamsią pusę.","Jei ne, kur siūlytumėte įrengti? Tokia jau yra Nidoje, manau pakanka Be to jeigu tai organizuoja Augulis- apie kokį meną ir kultūrą jus kalbate? Narkomanų?"
7/25/15 18:07,Taip,Ne
7/25/15 18:02,Taip,Taip
7/25/15 18:02,Taip,Ne
7/25/15 17:59,"Jei ne, kodėl? Jūsų pasiūlymai. Pritariu iš dalies -tik nereikia garsių veikėjų alėjos -t.y niekur Vilniuje",Ne
7/25/15 17:53,Ne,Ne
7/25/15 17:49,Ne,Ne
7/25/15 17:42,Ne,"Jei ne, kur siūlytumėte įrengti? Niekur, tai neskoninga ir baisi idėja"
7/25/15 17:42,Ne,Ne
7/25/15 17:41,Ne,Ne
7/25/15 17:38,Taip,Ne
7/25/15 17:20,"Jei ne, kodėl? Jūsų pasiūlymai. Pritariu, tačiau pasisakau prieš dabar augančių medžių ir augalijos sunaikinimą.","Jei ne, kur siūlytumėte įrengti? Dariaus ir Girėno g."
7/25/15 17:17,Ne,Ne
7/25/15 17:14,"Jei ne, kodėl? Jūsų pasiūlymai. issaugokite senuosius medzius, jie duoda pavesi, bus visiska plyne, dulkes ir karstis be senuju medziu.","Jei ne, kur siūlytumėte įrengti? nemegdziokim holivudo, juokinga. negi negalima sugalvoti kazka savo, o ne popsiniu ""zvaigzdziu"" eleja sostines senamiestyje. Jei jau labai reikia - akropolis tam tinkamiausia vieta."
7/25/15 17:13,Taip,Ne
7/25/15 17:11,Taip,Ne
7/25/15 17:11,Ne,Ne
7/25/15 17:03,Taip,"Jei ne, kur siūlytumėte įrengti? Pašalinti visa plota kur bazuojasi pieva, vietoj jos įrengti parkus, padaryti patogus lauko kavynių įsibazavimą, gal but atitdverus nuo gatves, gal but vaiku aikšteles, ir galbut netgi atskira dvyračiu taka. Nes dabar viskas vienoje vietoje, dvyračiai, pestieji, lauko kavynes, visiškas bardakas, žmonems vietos net eismui nėra.Manau ta plota kur dabar yra pievos ""terasos"", galima isnaudoti žymei protingiau negu tiesiog paminklais užstatyti, ta gatvė galima padaryti ""gyva"", o ne ""statine"" :)"
7/25/15 16:55,Ne,Ne
7/25/15 16:55,Ne,Ne
7/25/15 16:53,Ne,Ne
7/25/15 16:53,Ne,Ne
7/25/15 16:49,Taip,Taip
7/25/15 16:48,Taip,Ne
7/25/15 16:47,Taip,Ne
7/25/15 16:42,Ne,Ne
7/25/15 16:38,Ne,Taip
7/25/15 16:29,Taip,"Jei ne, kur siūlytumėte įrengti? Jei tai būtų toji, kažkieko pasiūlyta idėja, jog Vokiečių gatvei reikalinga ""žvaigždžių alėja"", tai TIKRAI ne. Galbūt tai tiktų Konstitucijos prospektui. O kitu atveju - žinoma :)"
7/25/15 16:19,Ne,Ne
7/25/15 16:16,Taip,"Jei ne, kur siūlytumėte įrengti? Prie lukiskiu aisktes, Gedimino pr."
7/25/15 16:13,Taip,Ne
7/25/15 16:11,Taip,Ne
7/25/15 16:01,Ne,Ne
7/25/15 15:58,"Jei ne, kodėl? Jūsų pasiūlymai. Nes isties gaila iskirsti alejos medzius. Visiska nesamone, jog jie uzstoja vaizda aplinkui. Jei taip ir toliau, zaliuju erdviu isvis liks tik keletas...",Taip
7/25/15 15:57,Ne,Ne
7/25/15 15:57,Ne,Taip
7/25/15 15:56,Ne,Taip
7/25/15 15:55,Ne,Ne
7/25/15 15:52,Taip,Taip
7/25/15 15:43,Taip,Ne
7/25/15 15:41,Taip,Taip
7/25/15 15:38,Taip,Taip
7/25/15 15:35,Ne,Ne
7/25/15 15:34,Ne,Ne
7/25/15 15:33,Ne,Taip
7/25/15 15:28,Taip,Taip
7/25/15 15:15,Ne,Ne
7/25/15 15:14,Ne,Ne
7/25/15 15:13,Ne,Ne
7/25/15 15:13,"Jei ne, kodėl? Jūsų pasiūlymai. Vilnius neretai svečių apibūdinamas kaip žalias miestas, todėl, manyčiau, jo žalumo išsaugojimas turėtų būti vienas prioritetinių akcentų rekonstrukciniuose planuose.","Jei ne, kur siūlytumėte įrengti? Ši idėja pateikta asmens/asmenų, absoliučiai nesusijusių su miestotvarka. Tai yra sensacionalistinis šou.  Tokie  šou tevyksta privačiose erdvėse - gi viešos miesto erdvės negali būti keičiamos pagal grupelės žmonių įgeidžius."
7/25/15 15:11,Ne,Taip
7/25/15 15:08,Ne,Taip
7/25/15 15:04,Ne,Ne
7/25/15 14:55,Taip,"Jei ne, kur siūlytumėte įrengti? Niekur"
7/25/15 14:53,Taip,"Jei ne, kur siūlytumėte įrengti? Šalia vietos ar pastato, kuris yra susijęs su muzika, kultūra, bet ne senamiestyje"
7/25/15 14:51,Taip,"Jei ne, kur siūlytumėte įrengti? Vilniuje tam yra tinkamesnių vietų, senamiestis turi išlikti istorine dalimi, o ne pramogų, kerbedžių, valinskų ir kitų įamžinimo vieta."
7/25/15 14:47,Ne,Ne
7/25/15 14:45,Ne,Taip
7/25/15 14:39,Ne,Ne
7/25/15 14:38,Ne,Taip
7/25/15 14:35,Ne,Ne
7/25/15 14:34,Ne,Ne
7/25/15 14:33,Ne,Ne
7/25/15 14:33,Ne,Ne
7/25/15 14:32,Taip,"Jei ne, kur siūlytumėte įrengti? Nematau prasmės leisti pinigus ant kažko panašaus, nebent vieta būtų įrengta iš privačių lėšų"
7/25/15 14:28,Ne,Ne
7/25/15 14:25,Ne,Ne
7/25/15 14:24,Ne,Ne
7/25/15 14:22,Taip,Ne
7/25/15 14:21,Ne,Ne
7/25/15 14:21,"Jei ne, kodėl? Jūsų pasiūlymai. Įamžinti čia buvusi ir barbariškai sugriautą istorinį žydų geta.","Jei ne, kur siūlytumėte įrengti? Pilaitėje , Perkūnkiemyje ar pan."
7/25/15 14:20,Taip,Taip
7/25/15 14:18,Ne,Ne
7/25/15 14:17,Ne,Ne
7/25/15 14:16,Ne,Ne
7/25/15 14:15,Ne,Ne
7/25/15 14:13,Ne,Ne
7/25/15 14:13,Ne,Ne
7/25/15 14:12,Taip,"Jei ne, kur siūlytumėte įrengti? Pakrantėj įrengiant vardinius suoliukus"
7/25/15 14:10,Taip,Taip
7/25/15 14:09,Taip,Ne
7/25/15 14:08,Taip,Ne
7/25/15 14:08,Ne,Ne
7/25/15 14:07,Taip,Taip
7/25/15 14:04,Ne,Ne
7/25/15 14:04,Taip,Ne
7/25/15 14:03,Taip,Taip
7/25/15 13:52,Taip,Taip
7/25/15 13:52,Taip,Taip
7/25/15 13:51,Ne,"Jei ne, kur siūlytumėte įrengti? Manau, jog nėra tikslinga rengti Lietuvos garsių meno ir kultūros veikėjų įamžinimo vietos, nes galim džiaugtis atlikėjais ateidami į jų koncertus ar palaikydami kitokiomis formomis, o ne įamžindami monumentais - tai atgyvena. Aš kaip vilnietė manau, jog Vilnius turi saugoti savo istorinį paveldą , o tokios ""žvaigždės"" kaip Žvagulis ir co. tikrai neprisideda prie istorijos kūrimo ir niekaip nesisieja su nuostabiuoju Vilniumi."
7/25/15 13:49,Ne,"Jei ne, kur siūlytumėte įrengti? Konstitucijos prospektas, Nauji rajonai."
7/25/15 13:48,Taip,"Jei ne, kur siūlytumėte įrengti? dešiniajame Neries krante arba apie Tauro kalną"
7/25/15 13:47,"Jei ne, kodėl? Jūsų pasiūlymai. Negalima kirsi medžių, reikia žalios erdvės mieste.","Jei ne, kur siūlytumėte įrengti? Jokiu būdu nereikia eksponuoti žymių žmonių, jų darbai kalba patys už save."
7/25/15 13:46,Taip,"Jei ne, kur siūlytumėte įrengti? Naujajame Vilniaus centre, dešiniajame Neries krante."
7/25/15 13:44,Taip,"Jei ne, kur siūlytumėte įrengti? Galbūt kur nors Šnipiškėse ar kokiam Vingio parke, manau, kad tokiems banaliems projektams ne vieta senamiestyje."
7/25/15 13:44,Taip,Ne
7/25/15 13:37,"Jei ne, kodėl? Jūsų pasiūlymai. Reikia žalios oazės.",Ne
7/25/15 13:28,Taip,Taip
7/25/15 13:27,Taip,Ne
7/25/15 13:27,Ne,Ne
7/25/15 13:24,Taip,Ne
7/25/15 13:16,Taip,Ne
7/25/15 13:05,Ne,Ne
7/25/15 13:02,Taip,"Jei ne, kur siūlytumėte įrengti? Vilniaus gatveje"
7/25/15 13:02,Taip,Ne
7/25/15 12:54,"Jei ne, kodėl? Jūsų pasiūlymai. nepritariu medžių iškirtimui",Ne
7/25/15 12:54,Ne,Taip
7/25/15 12:52,Taip,"Jei ne, kur siūlytumėte įrengti? kapinėse, be abejo"
7/25/15 12:48,Ne,Taip
7/25/15 12:46,Taip,"Jei ne, kur siūlytumėte įrengti? NMC"
7/25/15 12:44,Taip,Ne
